,Department,Department_n,salary,salary_n
3311,accounting,2,medium,2
3312,accounting,2,medium,2
3313,hr,3,medium,2
3314,hr,3,medium,2
3315,hr,3,low,1
3316,hr,3,low,1
3317,technical,9,low,1
3318,technical,9,low,1
3319,technical,9,low,1
3320,technical,9,low,1
3321,technical,9,low,1
3322,technical,9,low,1
3323,technical,9,low,1
3324,technical,9,low,1
3325,technical,9,high,0
3326,technical,9,low,1
3327,technical,9,low,1
3328,support,8,low,1
3329,support,8,low,1
3330,support,8,high,0
3331,support,8,low,1
3332,support,8,low,1
3333,support,8,low,1
3334,support,8,high,0
3335,support,8,low,1
3336,support,8,medium,2
3337,support,8,high,0
3338,support,8,medium,2
3339,technical,9,high,0
3340,technical,9,medium,2
3341,technical,9,medium,2
3342,management,4,medium,2
3343,IT,0,medium,2
3344,IT,0,medium,2
3345,IT,0,medium,2
3346,IT,0,medium,2
3347,IT,0,medium,2
3348,product_mng,6,high,0
3349,product_mng,6,low,1
3350,product_mng,6,medium,2
3351,product_mng,6,medium,2
3352,IT,0,medium,2
3353,RandD,1,medium,2
3354,RandD,1,medium,2
3355,RandD,1,medium,2
3356,RandD,1,medium,2
3357,RandD,1,medium,2
3358,marketing,5,medium,2
3359,sales,7,high,0
3360,accounting,2,low,1
3361,support,8,low,1
3362,technical,9,low,1
3363,management,4,high,0
3364,marketing,5,low,1
3365,marketing,5,low,1
3366,marketing,5,low,1
3367,sales,7,high,0
3368,sales,7,low,1
3369,sales,7,low,1
3370,sales,7,low,1
3371,sales,7,low,1
3372,sales,7,low,1
3373,sales,7,low,1
3374,sales,7,low,1
3375,sales,7,medium,2
3376,sales,7,medium,2
3377,sales,7,medium,2
3378,sales,7,medium,2
3379,sales,7,medium,2
3380,sales,7,medium,2
3381,sales,7,medium,2
3382,sales,7,medium,2
3383,sales,7,medium,2
3384,sales,7,medium,2
3385,sales,7,medium,2
3386,accounting,2,medium,2
3387,accounting,2,high,0
3388,accounting,2,low,1
3389,hr,3,medium,2
3390,hr,3,medium,2
3391,hr,3,medium,2
3392,hr,3,medium,2
3393,technical,9,low,1
3394,technical,9,low,1
3395,technical,9,low,1
3396,technical,9,low,1
3397,technical,9,low,1
3398,technical,9,low,1
3399,technical,9,low,1
3400,technical,9,low,1
3401,technical,9,low,1
3402,technical,9,low,1
3403,technical,9,low,1
3404,support,8,low,1
3405,support,8,low,1
3406,support,8,low,1
3407,support,8,low,1
3408,support,8,low,1
3409,support,8,low,1
3410,support,8,low,1
3411,support,8,low,1
3412,support,8,low,1
3413,support,8,low,1
3414,support,8,medium,2
3415,technical,9,medium,2
3416,technical,9,medium,2
3417,technical,9,medium,2
3418,management,4,medium,2
3419,IT,0,medium,2
3420,IT,0,medium,2
3421,IT,0,medium,2
3422,IT,0,medium,2
3423,IT,0,medium,2
3424,product_mng,6,medium,2
3425,product_mng,6,medium,2
3426,product_mng,6,high,0
3427,product_mng,6,low,1
3428,IT,0,medium,2
3429,RandD,1,medium,2
3430,RandD,1,medium,2
3431,RandD,1,medium,2
3432,RandD,1,low,1
3433,RandD,1,low,1
3434,marketing,5,low,1
3435,sales,7,low,1
3436,accounting,2,low,1
3437,support,8,low,1
3438,technical,9,low,1
3439,management,4,low,1
3440,marketing,5,low,1
3441,marketing,5,low,1
3442,marketing,5,low,1
3443,sales,7,low,1
3444,sales,7,low,1
3445,sales,7,low,1
3446,sales,7,low,1
3447,sales,7,low,1
3448,sales,7,low,1
3449,sales,7,low,1
3450,sales,7,low,1
3451,sales,7,low,1
3452,sales,7,low,1
3453,sales,7,medium,2
3454,sales,7,medium,2
3455,sales,7,medium,2
3456,sales,7,medium,2
3457,sales,7,medium,2
3458,sales,7,medium,2
3459,sales,7,medium,2
3460,sales,7,medium,2
3461,sales,7,medium,2
3462,accounting,2,medium,2
3463,accounting,2,medium,2
3464,accounting,2,medium,2
3465,hr,3,high,0
3466,hr,3,low,1
3467,hr,3,medium,2
3468,hr,3,medium,2
3469,technical,9,medium,2
3470,technical,9,medium,2
3471,technical,9,low,1
3472,technical,9,low,1
3473,technical,9,low,1
3474,technical,9,low,1
3475,technical,9,low,1
3476,technical,9,low,1
3477,technical,9,low,1
3478,technical,9,low,1
3479,technical,9,low,1
3480,support,8,low,1
3481,support,8,low,1
3482,support,8,low,1
3483,support,8,low,1
3484,support,8,low,1
3485,support,8,low,1
3486,support,8,low,1
3487,support,8,low,1
3488,support,8,low,1
3489,support,8,low,1
3490,support,8,low,1
3491,technical,9,low,1
3492,technical,9,medium,2
3493,technical,9,medium,2
3494,management,4,medium,2
3495,IT,0,medium,2
3496,IT,0,medium,2
3497,IT,0,medium,2
3498,IT,0,medium,2
3499,IT,0,medium,2
3500,product_mng,6,medium,2
3501,product_mng,6,medium,2
3502,product_mng,6,medium,2
3503,product_mng,6,medium,2
3504,IT,0,high,0
3505,RandD,1,low,1
3506,RandD,1,medium,2
3507,RandD,1,medium,2
3508,RandD,1,medium,2
3509,RandD,1,medium,2
3510,marketing,5,low,1
3511,sales,7,low,1
3512,accounting,2,low,1
3513,support,8,low,1
3514,technical,9,low,1
3515,management,4,low,1
3516,marketing,5,low,1
3517,marketing,5,low,1
3518,marketing,5,low,1
3519,sales,7,low,1
3520,sales,7,low,1
3521,sales,7,low,1
3522,sales,7,low,1
3523,sales,7,low,1
3524,sales,7,low,1
3525,sales,7,low,1
3526,sales,7,low,1
3527,sales,7,low,1
3528,sales,7,medium,2
3529,sales,7,medium,2
3530,sales,7,medium,2
3531,sales,7,medium,2
3532,sales,7,medium,2
3533,sales,7,medium,2
3534,sales,7,medium,2
3535,sales,7,medium,2
3536,sales,7,medium,2
3537,sales,7,medium,2
3538,accounting,2,medium,2
3539,accounting,2,medium,2
3540,accounting,2,high,0
3541,hr,3,low,1
3542,hr,3,medium,2
3543,hr,3,medium,2
3544,hr,3,medium,2
3545,technical,9,medium,2
3546,technical,9,low,1
3547,technical,9,low,1
3548,technical,9,low,1
3549,technical,9,low,1
3550,technical,9,low,1
3551,technical,9,low,1
3552,technical,9,low,1
3553,technical,9,low,1
3554,technical,9,low,1
3555,technical,9,low,1
3556,support,8,low,1
3557,support,8,low,1
3558,support,8,low,1
3559,support,8,low,1
3560,support,8,low,1
3561,support,8,low,1
3562,support,8,low,1
3563,support,8,low,1
3564,support,8,low,1
3565,support,8,low,1
3566,support,8,low,1
3567,technical,9,medium,2
3568,technical,9,medium,2
3569,technical,9,medium,2
3570,management,4,medium,2
3571,IT,0,medium,2
3572,IT,0,medium,2
3573,IT,0,medium,2
3574,IT,0,medium,2
3575,IT,0,medium,2
3576,product_mng,6,medium,2
3577,product_mng,6,medium,2
3578,product_mng,6,medium,2
3579,product_mng,6,high,0
3580,IT,0,low,1
3581,RandD,1,medium,2
3582,RandD,1,medium,2
3583,RandD,1,medium,2
3584,RandD,1,medium,2
3585,RandD,1,low,1
3586,marketing,5,low,1
3587,sales,7,low,1
3588,accounting,2,low,1
3589,support,8,low,1
3590,technical,9,low,1
3591,management,4,low,1
3592,marketing,5,low,1
3593,marketing,5,low,1
3594,marketing,5,low,1
3595,sales,7,low,1
3596,sales,7,low,1
3597,sales,7,low,1
3598,sales,7,low,1
3599,sales,7,low,1
3600,sales,7,low,1
3601,sales,7,low,1
3602,sales,7,low,1
3603,sales,7,low,1
3604,sales,7,low,1
3605,sales,7,low,1
3606,sales,7,medium,2
3607,sales,7,medium,2
3608,sales,7,medium,2
3609,sales,7,medium,2
3610,sales,7,medium,2
3611,sales,7,medium,2
3612,sales,7,medium,2
3613,sales,7,medium,2
3614,accounting,2,medium,2
3615,accounting,2,medium,2
3616,accounting,2,medium,2
3617,hr,3,medium,2
3618,hr,3,high,0
3619,hr,3,low,1
3620,hr,3,medium,2
3621,technical,9,medium,2
3622,technical,9,medium,2
3623,technical,9,medium,2
3624,technical,9,low,1
3625,technical,9,low,1
3626,technical,9,low,1
3627,technical,9,low,1
3628,technical,9,low,1
3629,technical,9,low,1
3630,technical,9,low,1
3631,technical,9,low,1
3632,support,8,medium,2
3633,support,8,medium,2
3634,support,8,medium,2
3635,support,8,medium,2
3636,support,8,medium,2
3637,support,8,medium,2
3638,support,8,medium,2
3639,support,8,medium,2
3640,support,8,medium,2
3641,support,8,medium,2
3642,support,8,medium,2
3643,technical,9,medium,2
3644,technical,9,medium,2
3645,technical,9,medium,2
3646,management,4,medium,2
3647,IT,0,medium,2
3648,IT,0,medium,2
3649,IT,0,medium,2
3650,IT,0,medium,2
3651,IT,0,medium,2
3652,product_mng,6,medium,2
3653,product_mng,6,medium,2
3654,product_mng,6,medium,2
3655,product_mng,6,medium,2
3656,IT,0,medium,2
3657,RandD,1,high,0
3658,RandD,1,high,0
3659,RandD,1,high,0
3660,RandD,1,high,0
3661,RandD,1,high,0
3662,marketing,5,high,0
3663,sales,7,high,0
3664,accounting,2,high,0
3665,support,8,high,0
3666,technical,9,high,0
3667,management,4,high,0
3668,marketing,5,high,0
3669,marketing,5,low,1
3670,marketing,5,low,1
3671,sales,7,low,1
3672,sales,7,low,1
3673,sales,7,low,1
3674,sales,7,low,1
3675,sales,7,low,1
3676,sales,7,low,1
3677,sales,7,low,1
3678,sales,7,low,1
3679,sales,7,low,1
3680,sales,7,low,1
3681,sales,7,low,1
3682,sales,7,low,1
3683,sales,7,low,1
3684,sales,7,medium,2
3685,sales,7,medium,2
3686,sales,7,medium,2
3687,sales,7,medium,2
3688,sales,7,medium,2
3689,sales,7,medium,2
3690,accounting,2,medium,2
3691,accounting,2,medium,2
3692,accounting,2,medium,2
3693,hr,3,medium,2
3694,hr,3,medium,2
3695,hr,3,medium,2
3696,hr,3,high,0
3697,technical,9,high,0
3698,technical,9,high,0
3699,technical,9,high,0
3700,technical,9,high,0
3701,technical,9,high,0
3702,technical,9,high,0
3703,technical,9,high,0
3704,technical,9,low,1
3705,technical,9,low,1
3706,technical,9,low,1
3707,technical,9,low,1
3708,support,8,low,1
3709,support,8,low,1
3710,support,8,low,1
3711,support,8,low,1
3712,support,8,medium,2
3713,support,8,medium,2
3714,support,8,medium,2
3715,support,8,medium,2
3716,support,8,medium,2
3717,support,8,medium,2
3718,support,8,medium,2
3719,technical,9,medium,2
3720,technical,9,medium,2
3721,technical,9,medium,2
3722,management,4,medium,2
3723,IT,0,medium,2
3724,IT,0,medium,2
3725,IT,0,medium,2
3726,IT,0,medium,2
3727,IT,0,medium,2
3728,product_mng,6,medium,2
3729,product_mng,6,medium,2
3730,product_mng,6,medium,2
3731,product_mng,6,medium,2
3732,IT,0,medium,2
3733,RandD,1,medium,2
3734,RandD,1,medium,2
3735,RandD,1,high,0
3736,RandD,1,low,1
3737,RandD,1,medium,2
3738,marketing,5,medium,2
3739,sales,7,medium,2
3740,accounting,2,medium,2
3741,support,8,medium,2
3742,technical,9,medium,2
3743,management,4,medium,2
3744,marketing,5,medium,2
3745,marketing,5,medium,2
3746,marketing,5,medium,2
3747,sales,7,low,1
3748,sales,7,low,1
3749,sales,7,low,1
3750,sales,7,low,1
3751,sales,7,low,1
3752,sales,7,low,1
3753,sales,7,low,1
3754,sales,7,high,0
3755,sales,7,low,1
3756,sales,7,high,0
3757,sales,7,high,0
3758,sales,7,low,1
3759,sales,7,low,1
3760,sales,7,high,0
3761,sales,7,low,1
3762,sales,7,medium,2
3763,sales,7,high,0
3764,sales,7,medium,2
3765,sales,7,medium,2
3766,accounting,2,medium,2
3767,accounting,2,medium,2
3768,accounting,2,high,0
3769,hr,3,medium,2
3770,hr,3,medium,2
3771,hr,3,medium,2
3772,hr,3,high,0
3773,technical,9,medium,2
3774,technical,9,high,0
3775,technical,9,low,1
3776,technical,9,medium,2
3777,technical,9,medium,2
3778,technical,9,medium,2
3779,technical,9,medium,2
3780,technical,9,low,1
3781,technical,9,low,1
3782,technical,9,low,1
3783,technical,9,low,1
3784,support,8,low,1
3785,support,8,low,1
3786,support,8,low,1
3787,support,8,low,1
3788,support,8,low,1
3789,support,8,low,1
3790,support,8,high,0
3791,support,8,low,1
3792,support,8,low,1
3793,support,8,low,1
3794,support,8,low,1
3795,technical,9,high,0
3796,technical,9,low,1
3797,technical,9,low,1
3798,management,4,low,1
3799,IT,0,high,0
3800,IT,0,low,1
3801,IT,0,medium,2
3802,IT,0,high,0
3803,IT,0,medium,2
3804,product_mng,6,high,0
3805,product_mng,6,medium,2
3806,product_mng,6,medium,2
3807,product_mng,6,medium,2
3808,IT,0,medium,2
3809,RandD,1,medium,2
3810,RandD,1,medium,2
3811,RandD,1,medium,2
3812,RandD,1,medium,2
3813,RandD,1,high,0
3814,marketing,5,low,1
3815,sales,7,medium,2
3816,accounting,2,medium,2
3817,support,8,medium,2
3818,technical,9,medium,2
3819,management,4,medium,2
3820,marketing,5,medium,2
3821,marketing,5,medium,2
3822,marketing,5,medium,2
3823,sales,7,medium,2
3824,sales,7,high,0
3825,sales,7,low,1
3826,sales,7,low,1
3827,sales,7,low,1
3828,sales,7,high,0
3829,sales,7,low,1
3830,sales,7,low,1
3831,sales,7,low,1
3832,sales,7,high,0
3833,sales,7,low,1
3834,sales,7,low,1
3835,sales,7,low,1
3836,sales,7,low,1
3837,sales,7,low,1
3838,sales,7,low,1
3839,sales,7,low,1
3840,sales,7,medium,2
3841,sales,7,medium,2
3842,accounting,2,medium,2
3843,accounting,2,medium,2
3844,accounting,2,medium,2
3845,hr,3,medium,2
3846,hr,3,medium,2
3847,hr,3,medium,2
3848,hr,3,medium,2
3849,technical,9,medium,2
3850,technical,9,medium,2
3851,technical,9,medium,2
3852,technical,9,high,0
3853,technical,9,low,1
3854,technical,9,medium,2
3855,technical,9,medium,2
3856,technical,9,medium,2
3857,technical,9,medium,2
3858,technical,9,low,1
3859,technical,9,low,1
3860,support,8,low,1
3861,support,8,low,1
3862,support,8,low,1
3863,support,8,low,1
3864,support,8,low,1
3865,support,8,low,1
3866,support,8,low,1
3867,support,8,low,1
3868,support,8,low,1
3869,support,8,low,1
3870,support,8,low,1
3871,technical,9,low,1
3872,technical,9,low,1
3873,technical,9,low,1
3874,management,4,low,1
3875,IT,0,low,1
3876,IT,0,low,1
3877,IT,0,low,1
3878,IT,0,low,1
3879,IT,0,medium,2
3880,product_mng,6,medium,2
3881,product_mng,6,medium,2
3882,product_mng,6,medium,2
3883,product_mng,6,medium,2
3884,IT,0,medium,2
3885,RandD,1,medium,2
3886,RandD,1,medium,2
3887,RandD,1,medium,2
3888,RandD,1,medium,2
3889,RandD,1,medium,2
3890,marketing,5,medium,2
3891,marketing,5,high,0
3892,sales,7,low,1
3893,accounting,2,medium,2
3894,support,8,medium,2
3895,technical,9,medium,2
3896,management,4,medium,2
3897,marketing,5,low,1
3898,marketing,5,low,1
3899,marketing,5,low,1
3900,sales,7,low,1
3901,sales,7,low,1
3902,sales,7,low,1
3903,sales,7,low,1
3904,sales,7,low,1
3905,sales,7,low,1
3906,sales,7,low,1
3907,sales,7,low,1
3908,sales,7,low,1
3909,sales,7,low,1
3910,sales,7,low,1
3911,sales,7,low,1
3912,sales,7,low,1
3913,sales,7,low,1
3914,sales,7,low,1
3915,sales,7,low,1
3916,sales,7,low,1
3917,sales,7,low,1
3918,sales,7,medium,2
3919,accounting,2,medium,2
3920,accounting,2,medium,2
3921,accounting,2,medium,2
3922,hr,3,medium,2
3923,hr,3,medium,2
3924,hr,3,medium,2
3925,hr,3,medium,2
3926,technical,9,medium,2
3927,technical,9,medium,2
3928,technical,9,medium,2
3929,technical,9,medium,2
3930,technical,9,high,0
3931,technical,9,low,1
3932,technical,9,medium,2
3933,technical,9,medium,2
3934,technical,9,medium,2
3935,technical,9,medium,2
3936,technical,9,low,1
3937,support,8,low,1
3938,support,8,low,1
3939,support,8,low,1
3940,support,8,low,1
3941,support,8,low,1
3942,support,8,low,1
3943,support,8,low,1
3944,support,8,low,1
3945,support,8,low,1
3946,support,8,low,1
3947,support,8,low,1
3948,technical,9,low,1
3949,technical,9,low,1
3950,technical,9,low,1
3951,management,4,low,1
3952,IT,0,low,1
3953,IT,0,low,1
3954,IT,0,low,1
3955,IT,0,low,1
3956,IT,0,low,1
3957,product_mng,6,medium,2
3958,product_mng,6,medium,2
3959,product_mng,6,medium,2
3960,product_mng,6,medium,2
3961,IT,0,medium,2
3962,RandD,1,medium,2
3963,RandD,1,medium,2
3964,RandD,1,medium,2
3965,RandD,1,medium,2
3966,RandD,1,medium,2
3967,RandD,1,medium,2
3968,marketing,5,medium,2
3969,sales,7,high,0
3970,accounting,2,low,1
3971,support,8,medium,2
3972,technical,9,medium,2
3973,management,4,medium,2
3974,marketing,5,medium,2
3975,marketing,5,low,1
3976,marketing,5,low,1
3977,sales,7,low,1
3978,sales,7,low,1
3979,sales,7,low,1
3980,sales,7,low,1
3981,sales,7,low,1
3982,sales,7,low,1
3983,sales,7,low,1
3984,sales,7,low,1
3985,sales,7,low,1
3986,sales,7,low,1
3987,sales,7,low,1
3988,sales,7,low,1
3989,sales,7,low,1
3990,sales,7,low,1
3991,sales,7,low,1
3992,sales,7,low,1
3993,sales,7,medium,2
3994,sales,7,medium,2
3995,sales,7,medium,2
3996,accounting,2,medium,2
3997,accounting,2,medium,2
3998,accounting,2,medium,2
3999,hr,3,medium,2
4000,hr,3,medium,2
4001,hr,3,medium,2
4002,hr,3,medium,2
4003,technical,9,medium,2
4004,technical,9,medium,2
4005,technical,9,high,0
4006,technical,9,low,1
4007,technical,9,medium,2
4008,technical,9,medium,2
4009,technical,9,medium,2
4010,technical,9,medium,2
4011,technical,9,low,1
4012,technical,9,low,1
4013,technical,9,low,1
4014,support,8,low,1
4015,support,8,low,1
4016,support,8,low,1
4017,support,8,low,1
4018,support,8,low,1
4019,support,8,low,1
4020,support,8,low,1
4021,support,8,low,1
4022,support,8,low,1
4023,support,8,low,1
4024,support,8,low,1
4025,technical,9,low,1
4026,technical,9,low,1
4027,technical,9,low,1
4028,management,4,low,1
4029,IT,0,low,1
4030,IT,0,low,1
4031,IT,0,low,1
4032,IT,0,medium,2
4033,IT,0,medium,2
4034,product_mng,6,medium,2
4035,product_mng,6,medium,2
4036,product_mng,6,medium,2
4037,product_mng,6,medium,2
4038,IT,0,medium,2
4039,RandD,1,medium,2
4040,RandD,1,medium,2
4041,RandD,1,medium,2
4042,RandD,1,medium,2
4043,RandD,1,medium,2
4044,RandD,1,high,0
4045,marketing,5,low,1
4046,sales,7,medium,2
4047,accounting,2,medium,2
4048,support,8,medium,2
4049,technical,9,medium,2
4050,management,4,low,1
4051,marketing,5,low,1
4052,marketing,5,low,1
4053,marketing,5,low,1
4054,sales,7,low,1
4055,sales,7,low,1
4056,sales,7,low,1
4057,sales,7,low,1
4058,sales,7,low,1
4059,sales,7,low,1
4060,sales,7,low,1
4061,sales,7,low,1
4062,sales,7,low,1
4063,sales,7,low,1
4064,sales,7,low,1
4065,sales,7,low,1
4066,sales,7,low,1
4067,sales,7,low,1
4068,sales,7,low,1
4069,sales,7,low,1
4070,sales,7,low,1
4071,sales,7,medium,2
4072,sales,7,medium,2
4073,accounting,2,medium,2
4074,accounting,2,medium,2
4075,accounting,2,medium,2
4076,hr,3,medium,2
4077,hr,3,medium,2
4078,hr,3,medium,2
4079,hr,3,medium,2
4080,technical,9,medium,2
4081,technical,9,medium,2
4082,technical,9,medium,2
4083,technical,9,high,0
4084,technical,9,low,1
4085,technical,9,medium,2
4086,technical,9,medium,2
4087,technical,9,medium,2
4088,technical,9,medium,2
4089,technical,9,low,1
4090,technical,9,low,1
4091,support,8,low,1
4092,support,8,low,1
4093,support,8,low,1
4094,support,8,low,1
4095,support,8,low,1
4096,support,8,low,1
4097,support,8,medium,2
4098,support,8,medium,2
4099,support,8,medium,2
4100,support,8,medium,2
4101,support,8,medium,2
4102,technical,9,medium,2
4103,technical,9,medium,2
4104,technical,9,medium,2
4105,management,4,medium,2
4106,IT,0,medium,2
4107,IT,0,medium,2
4108,IT,0,medium,2
4109,IT,0,medium,2
4110,IT,0,medium,2
4111,product_mng,6,medium,2
4112,product_mng,6,medium,2
4113,product_mng,6,medium,2
4114,product_mng,6,medium,2
4115,IT,0,medium,2
4116,RandD,1,medium,2
4117,RandD,1,medium,2
4118,RandD,1,medium,2
4119,RandD,1,medium,2
4120,RandD,1,medium,2
4121,RandD,1,medium,2
4122,marketing,5,high,0
4123,sales,7,high,0
4124,accounting,2,high,0
4125,support,8,high,0
4126,technical,9,high,0
4127,management,4,high,0
4128,marketing,5,high,0
4129,marketing,5,high,0
4130,marketing,5,high,0
4131,sales,7,high,0
4132,sales,7,high,0
4133,sales,7,high,0
4134,sales,7,low,1
4135,sales,7,low,1
4136,sales,7,low,1
4137,sales,7,low,1
4138,sales,7,low,1
4139,sales,7,low,1
4140,sales,7,low,1
4141,sales,7,low,1
4142,sales,7,low,1
4143,sales,7,low,1
4144,sales,7,low,1
4145,sales,7,low,1
4146,sales,7,low,1
4147,sales,7,low,1
4148,sales,7,low,1
4149,sales,7,medium,2
4150,accounting,2,medium,2
4151,accounting,2,medium,2
4152,accounting,2,medium,2
4153,hr,3,medium,2
4154,hr,3,medium,2
4155,hr,3,medium,2
4156,hr,3,medium,2
4157,technical,9,medium,2
4158,technical,9,medium,2
4159,technical,9,medium,2
4160,technical,9,medium,2
4161,technical,9,high,0
4162,technical,9,high,0
4163,technical,9,high,0
4164,technical,9,high,0
4165,technical,9,high,0
4166,technical,9,high,0
4167,technical,9,high,0
4168,support,8,high,0
4169,support,8,low,1
4170,support,8,low,1
4171,support,8,low,1
4172,support,8,low,1
4173,support,8,low,1
4174,support,8,low,1
4175,support,8,low,1
4176,support,8,low,1
4177,support,8,medium,2
4178,support,8,medium,2
4179,technical,9,medium,2
4180,technical,9,medium,2
4181,technical,9,medium,2
4182,management,4,medium,2
4183,IT,0,medium,2
4184,IT,0,medium,2
4185,IT,0,medium,2
4186,IT,0,medium,2
4187,IT,0,medium,2
4188,product_mng,6,medium,2
4189,product_mng,6,medium,2
4190,product_mng,6,medium,2
4191,product_mng,6,medium,2
4192,IT,0,medium,2
4193,RandD,1,medium,2
4194,RandD,1,medium,2
4195,RandD,1,medium,2
4196,RandD,1,medium,2
4197,RandD,1,medium,2
4198,RandD,1,medium,2
4199,marketing,5,medium,2
4200,sales,7,high,0
4201,accounting,2,low,1
4202,support,8,medium,2
4203,technical,9,medium,2
4204,management,4,medium,2
4205,marketing,5,medium,2
4206,marketing,5,medium,2
4207,marketing,5,medium,2
4208,sales,7,medium,2
4209,sales,7,medium,2
4210,sales,7,medium,2
4211,sales,7,medium,2
4212,sales,7,low,1
4213,sales,7,low,1
4214,sales,7,low,1
4215,sales,7,low,1
4216,sales,7,low,1
4217,sales,7,low,1
4218,sales,7,low,1
4219,sales,7,high,0
4220,sales,7,low,1
4221,sales,7,high,0
4222,sales,7,high,0
4223,sales,7,low,1
4224,sales,7,low,1
4225,sales,7,high,0
4226,sales,7,low,1
4227,accounting,2,medium,2
4228,accounting,2,high,0
4229,accounting,2,medium,2
4230,hr,3,medium,2
4231,hr,3,medium,2
4232,hr,3,medium,2
4233,hr,3,high,0
4234,technical,9,medium,2
4235,technical,9,medium,2
4236,technical,9,medium,2
4237,technical,9,high,0
4238,technical,9,medium,2
4239,technical,9,high,0
